Diabetes Mortality Rate,Inactivity Rate,che_gdp,Country Name
0.5668292860919105,0.8094426105408937,0.15332064658511677,Algeria
0.9433529941751573,0.3269283652179368,0.05659480892001582,Angola
0.9356350778071232,0.3493527747184347,0.050394840741779925,Benin
0.9792462033331321,0.1950244707540666,0.055157311978944155,Botswana
0.9351526219175069,0.33139170155238357,0.12517633108151166,Burkina Faso
0.9327343574060596,0.3040351868479002,0.19382781965617701,Burundi
0.7579902069697111,0.6369104620814157,0.14069793683367204,Cabo Verde
0.9681099858164944,0.24556708224501442,0.049597010797600385,Cameroon
0.9660342166305275,0.2263898049458805,0.12460155904164738,Central African Republic
0.9258511849544971,0.3628031613881544,0.10570453824275595,Chad
0.9307422260151463,0.34336930389933523,0.12576338836106554,Comoros
0.9652654674929937,0.2538135722447948,0.06197780094411819,Congo
0.9372185750631398,0.34449384265600325,0.054270940002166417,Côte d'Ivoire
0.9450066127667212,0.31686627751581103,0.08098310935276039,Democratic Republic of the Congo
0.9689310597171549,0.24365695086128739,0.042472247554977874,Equatorial Guinea
0.9795018846229686,0.18980607945856612,0.06745153979429426,Eritrea
0.9937279767705528,0.10507389583415602,0.03826466513294732,Eswatini
0.9726040618080355,0.2201378044206145,0.07470398931370545,Ethiopia
0.9649157766999862,0.26037897429208373,0.03376882618724969,Gabon
0.9125763581372001,0.40430670210920117,0.061159473498604816,Gambia
0.9325148690730937,0.3542227025078452,0.07030146503188653,Ghana
0.9539942847253676,0.29235292533523033,0.06651820622406755,Guinea
0.9445619489958389,0.29773412764994084,0.138409225638001,Guinea-Bissau
0.9661246962880771,0.23040069209655129,0.11626948139430698,Kenya
0.997092705360775,0.046943081317636005,0.06002069670319331,Lesotho
0.8792454661458902,0.3144073140963325,0.3578763069897561,Liberia
0.9287822934691221,0.3589148818271355,0.09243137422569717,Madagascar
0.9841608602673799,0.06066942712887518,0.1665731722986168,Malawi
0.8322480264880107,0.5481967556564078,0.08272568823890342,Mali
0.7395747668395164,0.669293535210455,0.0712413361733652,Mauritania
0.9772606600965689,0.20733725189748425,0.04441695850930741,Mauritius
0.9805718191407369,0.14295537781427606,0.13432299676899617,Mozambique
0.9299502447738284,0.3447934246206821,0.1277107535935751,Namibia
0.928180712664592,0.3503427612252118,0.1254612063330516,Niger
0.9089342778851289,0.4065840592696326,0.09234652799790054,Nigeria
0.9672708757844133,0.1968077965356632,0.16016786220097687,Rwanda
0.8282837814574121,0.5147902359042744,0.22121706623186108,Sao Tome and Principe
0.942674755774554,0.32262512905384694,0.08530727359594617,Senegal
0.8994182711587413,0.42309584091938074,0.10971181751544702,Seychelles
0.9504420196515114,0.25905887087419527,0.17189668031158425,Sierra Leone
0.8806490405211818,0.4658428449388035,0.08630012310793087,South Africa
0.8970906511340767,0.4153410812690857,0.1507320465530302,South Sudan
0.950212999092255,0.291375425135819,0.11043377193152062,Togo
0.9889796445529268,0.11297881691458357,0.09568202333013075,Uganda
0.9895382077390612,0.11316220919166696,0.08948994264959657,United Republic of Tanzania
0.9594353206429587,0.2553042493995943,0.11959768284232311,Zambia
0.9667189863257076,0.2526978278637575,0.03997760961256998,Zimbabwe
0.8472989988263655,0.5248661086439956,0.08124022762614669,Antigua and Barbuda
0.3939219939551846,0.8912987505147978,0.22452616776031192,Argentina
0.8011910462541961,0.5877802285138672,0.11228227985881219,Bahamas
0.7157226393963251,0.68685992313707,0.12635089807237754,Barbados
0.8467471494367536,0.5281794085456751,0.0636064250612528,Belize
0.9416001336043762,0.3164993322369151,0.11496678254960226,Bolivia (Plurinational State of)
0.5751600439077431,0.7945312158648772,0.19470765498131515,Brazil
0.21222687403315316,0.927770044048376,0.3069242566246442,Canada
0.3646937614002459,0.904720781334551,0.22017894589887596,Chile
0.3432432560016979,0.9087118214885174,0.23754345433283106,Colombia
0.46406952589088324,0.8756036771550915,0.1340062524358216,Costa Rica
0.1908134977291567,0.9574890940174511,0.21634427175685952,Cuba
0.6738417660604348,0.7324887239073723,0.09694092872003794,
0.847846495025068,0.49819688175500887,0.18153839231218577,Dominican Republic
0.6358912358639508,0.7492171391982058,0.18524582176954382,Ecuador
0.9115280877192287,0.40614179777956344,0.0645397969884503,El Salvador
0.912534304006799,0.4020060486635102,0.07531454606368278,Grenada
0.9391753933881982,0.3401361002910777,0.04750803861349141,Guatemala
0.9418100559211263,0.3336038358788788,0.04125892936981052,Guyana
0.6830713965050894,0.7085168960229395,0.17724918991805252,Haiti
0.8725872456237573,0.4801823858745244,0.08953421173268887,Honduras
0.957048658625541,0.28327814124746187,0.061736210723011636,Jamaica
0.871588777536775,0.4755629027864359,0.1190501086319927,Mexico
0.46821829188021025,0.8713598524361412,0.14664119036356912,Nicaragua
0.8212702705061049,0.5569252989646664,0.12389251049174214,Panama
0.49214210527857283,0.8567692177311718,0.1540865203718028,Paraguay
0.9553324226795241,0.2833838533978482,0.08386628530379794,Peru
0.863123957673126,0.49723768754936704,0.08815733532292118,
0.8256416864912641,0.560393672412055,0.06538147633995003,Saint Lucia
0.8647309853121147,0.4961374997005227,0.07802502439636463,Saint Vincent and the Grenadines
