"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Physical inactivity, adults aged 18+","","2022","India","South-East Asia Region","Males","","42.018349","27.17664","57.750847","",
"Physical inactivity, adults aged 18+","","2022","India","South-East Asia Region","Females","","57.210064","40.062744","73.679611","",
"Physical inactivity, adults aged 18+","","2022","Indonesia","South-East Asia Region","Total","","18.998718","12.042245","27.116875","",
"Physical inactivity, adults aged 18+","","2022","Indonesia","South-East Asia Region","Males","","21.51141","11.678686","33.667046","",
"Physical inactivity, adults aged 18+","","2022","Indonesia","South-East Asia Region","Females","","16.419529","7.6707015","28.296917","",
"Physical inactivity, adults aged 18+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Total","","46.278023","37.791939","54.414558","",
"Physical inactivity, adults aged 18+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Males","","35.914951","25.69545","47.455112","",
"Physical inactivity, adults aged 18+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Females","","56.64978","43.790428","68.846581","",
"Physical inactivity, adults aged 18+","","2022","Iraq","Eastern Mediterranean Region","Total","","52.021988","38.487602","65.478447","",
"Physical inactivity, adults aged 18+","","2022","Iraq","Eastern Mediterranean Region","Males","","41.894089","24.052311","60.536148","",
"Physical inactivity, adults aged 18+","","2022","Iraq","Eastern Mediterranean Region","Females","","61.510246","41.135731","80.805298","",
"Physical inactivity, adults aged 18+","","2022","Ireland","European Region","Total","","21.922478","16.64016","27.581367","",
"Physical inactivity, adults aged 18+","","2022","Ireland","European Region","Males","","19.699816","13.398804","27.020699","",
"Physical inactivity, adults aged 18+","","2022","Ireland","European Region","Females","","24.074247","16.239513","32.693722","",
"Physical inactivity, adults aged 18+","","2022","Israel","European Region","Total","","26.558695","10.44044","47.626503","",
"Physical inactivity, adults aged 18+","","2022","Israel","European Region","Males","","24.109634","6.2796569","52.1702","",
"Physical inactivity, adults aged 18+","","2022","Israel","European Region","Females","","28.964542","5.7640924","63.940884","",
"Physical inactivity, adults aged 18+","","2022","Italy","European Region","Total","","40.085499","31.75399","48.804207","",
"Physical inactivity, adults aged 18+","","2022","Italy","European Region","Males","","36.409794","25.585997","48.394333","",
"Physical inactivity, adults aged 18+","","2022","Italy","European Region","Females","","43.755016","31.531126","56.741314","",
"Physical inactivity, adults aged 18+","","2022","Jamaica","Region of the Americas","Total","","38.614437","20.415817","57.347996","",
"Physical inactivity, adults aged 18+","","2022","Jamaica","Region of the Americas","Males","","31.291666","11.531989","56.409454","",
"Physical inactivity, adults aged 18+","","2022","Jamaica","Region of the Americas","Females","","45.749065","16.748289","76.30661","",
"Physical inactivity, adults aged 18+","","2022","Japan","Western Pacific Region","Total","","44.746857","33.725243","55.841003","",
"Physical inactivity, adults aged 18+","","2022","Japan","Western Pacific Region","Males","","39.960026","26.148766","54.706074","",
"Physical inactivity, adults aged 18+","","2022","Japan","Western Pacific Region","Females","","49.524532","33.045509","65.910278","",
"Physical inactivity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Total","","28.23","19.254143","38.172363","",
"Physical inactivity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Males","","30.024662","17.884598","43.749733","",
"Physical inactivity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Females","","26.118708","14.080866","40.743336","",
"Physical inactivity, adults aged 18+","","2022","Kazakhstan","European Region","Total","","28.229771","12.519628","48.732391","",
"Physical inactivity, adults aged 18+","","2022","Kazakhstan","European Region","Males","","28.702366","9.0434265","54.795033","",
"Physical inactivity, adults aged 18+","","2022","Kazakhstan","European Region","Females","","27.715195","6.0099306","60.407234","",
"Physical inactivity, adults aged 18+","","2022","Kenya","African Region","Total","","8.9172421","4.3601742","15.284708","",
"Physical inactivity, adults aged 18+","","2022","Kenya","African Region","Males","","8.4745731","3.0965393","16.832453","",
"Physical inactivity, adults aged 18+","","2022","Kenya","African Region","Females","","9.3055487","2.9774835","19.498348","",
"Physical inactivity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Total","","31.895262","20.144764","44.22654","",
"Physical inactivity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Males","","21.241833","9.674612","36.822639","",
"Physical inactivity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Females","","41.143082","22.737198","61.147724","",
"Physical inactivity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Total","","63.315113","45.292973","79.739311","",
"Physical inactivity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Males","","61.742039","37.315975","82.674164","",
"Physical inactivity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Females","","65.135094","35.876389","88.393906","",
"Physical inactivity, adults aged 18+","","2022","Kyrgyzstan","European Region","Total","","19.874479","10.268678","31.739351","",
"Physical inactivity, adults aged 18+","","2022","Kyrgyzstan","European Region","Males","","17.329571","6.5424604","32.723427","",
"Physical inactivity, adults aged 18+","","2022","Kyrgyzstan","European Region","Females","","22.022108","8.024107","41.79163","",
"Physical inactivity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Total","","15.83667","7.6958737","26.515091","",
"Physical inactivity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Males","","9.0763206","2.6619396","19.230244","",
"Physical inactivity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Females","","22.352747","8.6951771","41.756176","",
"Physical inactivity, adults aged 18+","","2022","Latvia","European Region","Total","","14.488977","9.7299271","20.066202","",
"Physical inactivity, adults aged 18+","","2022","Latvia","European Region","Males","","15.417126","8.6977463","23.232832","",
"Physical inactivity, adults aged 18+","","2022","Latvia","European Region","Females","","13.678427","7.3840609","22.076881","",
"Physical inactivity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Total","","58.615612","45.974079","70.777901","",
"Physical inactivity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Males","","57.842964","40.813129","73.893044","",
"Physical inactivity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Females","","59.418499","40.589874","77.067528","",
"Physical inactivity, adults aged 18+","","2022","Lesotho","African Region","Total","","7.977572","3.1545525","15.809129","",
"Physical inactivity, adults aged 18+","","2022","Lesotho","African Region","Males","","8.6234684","2.5172246","19.206608","",
"Physical inactivity, adults aged 18+","","2022","Lesotho","African Region","Females","","7.4183345","1.4316505","19.401581","",
"Physical inactivity, adults aged 18+","","2022","Liberia","African Region","Total","","14.583702","9.61094","20.729034","",
"Physical inactivity, adults aged 18+","","2022","Liberia","African Region","Males","","13.602077","7.3863955","21.855541","",
"Physical inactivity, adults aged 18+","","2022","Liberia","African Region","Females","","15.509007","8.4602137","25.146484","",
"Physical inactivity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Total","","45.562469","36.542236","54.466022","",
"Physical inactivity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Males","","37.47834","26.250999","49.925987","",
"Physical inactivity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Females","","53.586662","39.868282","66.758499","",
"Physical inactivity, adults aged 18+","","2022","Lithuania","European Region","Total","","20.225798","14.672579","26.166725","",
"Physical inactivity, adults aged 18+","","2022","Lithuania","European Region","Males","","20.746964","13.473717","29.377222","",
"Physical inactivity, adults aged 18+","","2022","Lithuania","European Region","Females","","19.775757","12.206465","29.054153","",
"Physical inactivity, adults aged 18+","","2022","Luxembourg","European Region","Total","","13.918783","9.6685085","19.035172","",
"Physical inactivity, adults aged 18+","","2022","Luxembourg","European Region","Males","","13.905311","8.2925329","20.841194","",
"Physical inactivity, adults aged 18+","","2022","Luxembourg","European Region","Females","","13.901591","8.0193462","21.347775","",
"Physical inactivity, adults aged 18+","","2022","Madagascar","African Region","Total","","13.590646","4.1876745","29.769537","",
"Physical inactivity, adults aged 18+","","2022","Madagascar","African Region","Males","","12.547504","2.7451079","33.768799","",
"Physical inactivity, adults aged 18+","","2022","Madagascar","African Region","Females","","14.602373","1.6214937","42.174282","",
"Physical inactivity, adults aged 18+","","2022","Malawi","African Region","Total","","2.6952345","1.1160924","5.254488","",
"Physical inactivity, adults aged 18+","","2022","Malawi","African Region","Males","","2.3878689","0.72272044","5.4302897","",
"Physical inactivity, adults aged 18+","","2022","Malawi","African Region","Females","","2.9393499","0.81072932","7.1202798","",
"Physical inactivity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Total","","39.900253","30.680651","49.520382","",
"Physical inactivity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Males","","37.400482","25.570387","49.851612","",
"Physical inactivity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Females","","42.409637","28.804047","56.315769","",
"Physical inactivity, adults aged 18+","","2022","Maldives","South-East Asia Region","Total","","24.620359","16.949989","33.62635","",
"Physical inactivity, adults aged 18+","","2022","Maldives","South-East Asia Region","Males","","25.310144","14.712999","37.730663","",
"Physical inactivity, adults aged 18+","","2022","Maldives","South-East Asia Region","Females","","23.501925","12.828359","36.367069","",
"Physical inactivity, adults aged 18+","","2022","Mali","African Region","Total","","29.820065","13.417374","50.770523","",
"Physical inactivity, adults aged 18+","","2022","Mali","African Region","Males","","25.861084","7.9247131","50.823425","",
"Physical inactivity, adults aged 18+","","2022","Mali","African Region","Females","","33.75695","8.4037542","67.694023","",
"Physical inactivity, adults aged 18+","","2022","Malta","European Region","Total","","40.712742","30.517418","51.269386","",
"Physical inactivity, adults aged 18+","","2022","Malta","European Region","Males","","37.769535","24.475149","52.160854","",
"Physical inactivity, adults aged 18+","","2022","Malta","European Region","Females","","44.051888","28.411125","61.150997","",
"Physical inactivity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Total","","24.376348","8.9819241","44.724693","",
"Physical inactivity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Males","","16.888309","3.2389276","40.022945","",
"Physical inactivity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Females","","31.950411","6.4595318","67.210205","",
"Physical inactivity, adults aged 18+","","2022","Mauritania","African Region","Total","","38.518417","18.054052","61.040051","",
"Physical inactivity, adults aged 18+","","2022","Mauritania","African Region","Males","","30.479782","8.8022652","58.028286","",
"Physical inactivity, adults aged 18+","","2022","Mauritania","African Region","Females","","45.807175","12.891311","81.316269","",
"Physical inactivity, adults aged 18+","","2022","Mauritius","African Region","Total","","29.87504","21.573608","39.040451","",
"Physical inactivity, adults aged 18+","","2022","Mauritius","African Region","Males","","24.855013","14.978303","37.308567","",
"Physical inactivity, adults aged 18+","","2022","Mauritius","African Region","Females","","34.71727","21.445057","49.117123","",
"Physical inactivity, adults aged 18+","","2022","Mexico","Region of the Americas","Total","","27.990002","22.091816","34.831989","",
"Physical inactivity, adults aged 18+","","2022","Mexico","Region of the Americas","Males","","25.314507","17.685863","33.927841","",
"Physical inactivity, adults aged 18+","","2022","Mexico","Region of the Americas","Females","","30.513826","21.375101","40.972351","",
"Physical inactivity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Total","","29.312151","15.788227","45.438564","",
"Physical inactivity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Males","","22.940521","8.5987539","43.010143","",
"Physical inactivity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Females","","35.563789","14.030454","61.271156","",
"Physical inactivity, adults aged 18+","","2022","Monaco","European Region","Total","","no data","no data","no data","",
"Physical inactivity, adults aged 18+","","2022","Monaco","European Region","Males","","no data","no data","no data","",
"Physical inactivity, adults aged 18+","","2022","Monaco","European Region","Females","","no data","no data","no data","",
"Physical inactivity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Total","","27.461565","19.203112","37.033348","",
"Physical inactivity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Males","","25.825394","15.663828","38.241917","",
"Physical inactivity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Females","","28.827858","16.796486","43.449734","",
"Physical inactivity, adults aged 18+","","2022","Montenegro","European Region","Total","","22.753977","8.1032972","43.470936","",
"Physical inactivity, adults aged 18+","","2022","Montenegro","European Region","Males","","21.566147","5.3397222","48.167767","",
"Physical inactivity, adults aged 18+","","2022","Montenegro","European Region","Females","","23.908129","3.808028","58.202076","",
"Physical inactivity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Total","","24.509108","15.260236","35.165154","",
"Physical inactivity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Males","","19.836618","10.101825","32.488758","",
"Physical inactivity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Females","","29.051777","14.804811","45.686954","",
"Physical inactivity, adults aged 18+","","2022","Mozambique","African Region","Total","","9.6848192","2.726537","22.053137","",
"Physical inactivity, adults aged 18+","","2022","Mozambique","African Region","Males","","8.1969223","1.5664095","22.254108","",
"Physical inactivity, adults aged 18+","","2022","Mozambique","African Region","Females","","10.957488","1.3486485","31.124725","",
"Physical inactivity, adults aged 18+","","2022","Myanmar","South-East Asia Region","Total","","22.000977","12.790767","33.49696","",
"Physical inactivity, adults aged 18+","","2022","Myanmar","South-East Asia Region","Males","","20.12133","9.2040644","35.136784","",
"Physical inactivity, adults aged 18+","","2022","Myanmar","South-East Asia Region","Females","","23.633318","9.7730217","41.864616","",
"Physical inactivity, adults aged 18+","","2022","Namibia","African Region","Total","","25.378115","9.9514599","45.078091","",
"Physical inactivity, adults aged 18+","","2022","Namibia","African Region","Males","","20.990103","5.4514589","44.138603","",
"Physical inactivity, adults aged 18+","","2022","Namibia","African Region","Females","","29.126352","6.4783735","63.601166","",
"Physical inactivity, adults aged 18+","","2022","Nauru","Western Pacific Region","Total","","35.451496","23.256741","48.694157","",
"Physical inactivity, adults aged 18+","","2022","Nauru","Western Pacific Region","Males","","27.837181","13.366845","45.614494","",
"Physical inactivity, adults aged 18+","","2022","Nauru","Western Pacific Region","Females","","42.839958","22.719746","64.277061","",
"Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Total","","8.2337427","4.8565226","12.676653","",
"Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Males","","10.44835","5.1469116","17.739437","",
"Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Females","","6.3460498","2.697094","12.111298","",
"Physical inactivity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Total","","9.412878","6.899333","12.370436","",
"Physical inactivity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Males","","8.0734892","5.1073179","11.88529","",
"Physical inactivity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Females","","10.71339","6.6586552","15.726629","",
"Physical inactivity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Total","","18.67824","14.233929","23.605759","",
"Physical inactivity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Males","","17.837965","12.212094","24.585089","",
"Physical inactivity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Females","","19.505217","12.976088","27.470663","",
"Physical inactivity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Total","","38.748055","18.03841","62.111855","",
"Physical inactivity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Males","","32.886608","10.891201","62.53059","",
"Physical inactivity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Females","","44.269508","12.083399","79.535187","",
"Physical inactivity, adults aged 18+","","2022","Niger","African Region","Total","","16.196146","10.402827","23.311672","",
"Physical inactivity, adults aged 18+","","2022","Niger","African Region","Males","","12.980369","6.7105308","21.632204","",
"Physical inactivity, adults aged 18+","","2022","Niger","African Region","Females","","19.347248","10.443576","31.577599","",
"Physical inactivity, adults aged 18+","","2022","Nigeria","African Region","Total","","18.051514","5.9781489","36.874844","",
"Physical inactivity, adults aged 18+","","2022","Nigeria","African Region","Males","","15.544358","3.2905881","37.411995","",
"Physical inactivity, adults aged 18+","","2022","Nigeria","African Region","Females","","20.557482","2.8982048","53.681786","",
"Physical inactivity, adults aged 18+","","2022","Niue","Western Pacific Region","Total","","7.3570952","2.4192312","16.21372","",
"Physical inactivity, adults aged 18+","","2022","Niue","Western Pacific Region","Males","","6.3334031","1.2866865","16.650335","",
"Physical inactivity, adults aged 18+","","2022","Niue","Western Pacific Region","Females","","8.0685635","1.3949344","22.677998","",
"Physical inactivity, adults aged 18+","","2022","North Macedonia","European Region","Total","","26.103821","12.858063","42.003136","",
"Physical inactivity, adults aged 18+","","2022","North Macedonia","European Region","Males","","20.531815","6.9184623","39.749767","",
"Physical inactivity, adults aged 18+","","2022","North Macedonia","European Region","Females","","31.628551","11.098101","59.136147","",
"Physical inactivity, adults aged 18+","","2022","Norway","European Region","Total","","35.115173","20.019922","52.541206","",
"Physical inactivity, adults aged 18+","","2022","Norway","European Region","Males","","31.846937","14.378747","53.897942","",
"Physical inactivity, adults aged 18+","","2022","Norway","European Region","Females","","38.473755","15.816453","65.297256","",
"Physical inactivity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Total","","29.701462","21.903559","38.824635","",
"Physical inactivity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Males","","26.055687","16.50421","37.340725","",
"Physical inactivity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Females","","33.069912","21.123377","46.753975","",
"Physical inactivity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Total","","40.878246","29.999155","52.861031","",
"Physical inactivity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Males","","34.992344","21.164429","50.779552","",
"Physical inactivity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Females","","50.427097","32.482258","69.424866","",
"Physical inactivity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Total","","45.65192","31.562239","60.028259","",
"Physical inactivity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Males","","34.140415","17.904669","52.690357","",
"Physical inactivity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Females","","57.007988","35.245373","77.869331","",
"Physical inactivity, adults aged 18+","","2022","Palau","Western Pacific Region","Total","","25.959799","14.617432","39.179813","",
"Physical inactivity, adults aged 18+","","2022","Palau","Western Pacific Region","Males","","16.57905","6.7625923","31.946352","",
"Physical inactivity, adults aged 18+","","2022","Palau","Western Pacific Region","Females","","35.967056","16.083397","58.804287","",
"Physical inactivity, adults aged 18+","","2022","Panama","Region of the Americas","Total","","57.638584","46.591724","67.989342","",
"Physical inactivity, adults aged 18+","","2022","Panama","Region of the Americas","Males","","48.341236","33.507095","63.411362","",
"Physical inactivity, adults aged 18+","","2022","Panama","Region of the Americas","Females","","66.861877","50.405704","80.956543","",
"Physical inactivity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Total","","12.471538","3.8429716","26.160475","",
"Physical inactivity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Males","","8.1629925","1.4948111","22.874205","",
"Physical inactivity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Females","","16.998617","2.9426661","43.9604","",
"Physical inactivity, adults aged 18+","","2022","Paraguay","Region of the Americas","Total","","35.961838","17.436045","57.282822","",
"Physical inactivity, adults aged 18+","","2022","Paraguay","Region of the Americas","Males","","32.13372","11.42626","58.898632","",
"Physical inactivity, adults aged 18+","","2022","Paraguay","Region of the Americas","Females","","39.764603","11.390969","73.52816","",
"Physical inactivity, adults aged 18+","","2022","Peru","Region of the Americas","Total","","34.473938","22.973991","46.249954","",
"Physical inactivity, adults aged 18+","","2022","Peru","Region of the Americas","Males","","31.980631","17.983221","47.392754","",
"Physical inactivity, adults aged 18+","","2022","Peru","Region of the Americas","Females","","36.870911","19.702854","55.847942","",
"Physical inactivity, adults aged 18+","","2022","Philippines","Western Pacific Region","Total","","45.463844","33.531937","57.008457","",
"Physical inactivity, adults aged 18+","","2022","Philippines","Western Pacific Region","Males","","35.820728","21.268976","52.515053","",
"Physical inactivity, adults aged 18+","","2022","Philippines","Western Pacific Region","Females","","55.014072","36.200859","73.230934","",
"Physical inactivity, adults aged 18+","","2022","Poland","European Region","Total","","36.96788","28.884909","45.404728","",
"Physical inactivity, adults aged 18+","","2022","Poland","European Region","Males","","35.954815","25.058449","47.764046","",
"Physical inactivity, adults aged 18+","","2022","Poland","European Region","Females","","37.953384","25.930809","50.548355","",
"Physical inactivity, adults aged 18+","","2022","Portugal","European Region","Total","","51.65369","42.584923","60.504265","",
"Physical inactivity, adults aged 18+","","2022","Portugal","European Region","Males","","45.988567","34.085873","58.673244","",
"Physical inactivity, adults aged 18+","","2022","Portugal","European Region","Females","","56.9417","43.923752","69.813629","",
"Physical inactivity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Total","","41.552197","20.072006","64.282265","",
"Physical inactivity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Males","","36.647942","13.72665","66.025902","",
"Physical inactivity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Females","","46.030304","13.093452","80.827209","",
"Physical inactivity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Total","","53.482586","34.794983","71.901413","",
"Physical inactivity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Males","","50.272007","26.85535","73.12381","",
"Physical inactivity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Females","","63.189899","33.743725","87.699547","",
"Physical inactivity, adults aged 18+","","2022","Region of the Americas","Region of the Americas","Total","","35.612125","31.713825","39.693249","",
"Physical inactivity, adults aged 18+","","2022","Region of the Americas","Region of the Americas","Males","","30.446154","25.568268","35.648495","",
"Physical inactivity, adults aged 18+","","2022","Region of the Americas","Region of the Americas","Females","","40.614285","34.742474","46.805981","",
"Physical inactivity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Total","","58.063519","52.375404","63.681473","",
"Physical inactivity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Males","","55.924435","48.157261","63.433086","",
"Physical inactivity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Females","","60.282551","52.045597","68.123505","",
"Physical inactivity, adults aged 18+","","2022","Republic of Moldova","European Region","Total","","10.770437","6.9069014","15.69239","",
"Physical inactivity, adults aged 18+","","2022","Republic of Moldova","European Region","Males","","12.117437","6.586401","19.50984","",
"Physical inactivity, adults aged 18+","","2022","Republic of Moldova","European Region","Females","","9.6192818","4.6539593","16.817448","",
"Physical inactivity, adults aged 18+","","2022","Romania","European Region","Total","","36.756824","28.627989","45.587685","",
"Physical inactivity, adults aged 18+","","2022","Romania","European Region","Males","","36.963211","26.216379","49.116272","",
"Physical inactivity, adults aged 18+","","2022","Romania","European Region","Females","","36.577503","24.740831","49.740101","",
"Physical inactivity, adults aged 18+","","2022","Russian Federation","European Region","Total","","18.106434","7.3420568","34.250824","",
"Physical inactivity, adults aged 18+","","2022","Russian Federation","European Region","Males","","18.090187","5.6595588","38.314514","",
"Physical inactivity, adults aged 18+","","2022","Russian Federation","European Region","Females","","18.17111","3.9335938","42.552368","",
"Physical inactivity, adults aged 18+","","2022","Rwanda","African Region","Total","","8.969945","5.5929575","13.335008","",
"Physical inactivity, adults aged 18+","","2022","Rwanda","African Region","Males","","7.6714039","4.0035834","12.885647","",
"Physical inactivity, adults aged 18+","","2022","Rwanda","African Region","Females","","10.067687","5.156683","17.090099","",
"Physical inactivity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Total","","41.694901","22.115654","62.151867","",
"Physical inactivity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Males","","34.081738","12.619218","60.26495","",
"Physical inactivity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Females","","48.679699","17.904959","80.257126","",
"Physical inactivity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Total","","20.949776","13.732757","29.13658","",
"Physical inactivity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Males","","17.807405","9.4456043","27.578762","",
"Physical inactivity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Females","","23.969797","12.831089","37.534027","",
"Physical inactivity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Total","","30.457857","18.365917","43.904247","",
"Physical inactivity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Males","","21.354725","9.3850231","37.09761","",
"Physical inactivity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Females","","39.906399","19.862131","63.214417","",
"Physical inactivity, adults aged 18+","","2022","Samoa","Western Pacific Region","Total","","13.474737","6.0970454","23.551903","",
"Physical inactivity, adults aged 18+","","2022","Samoa","Western Pacific Region","Males","","9.3288355","2.8193784","20.091434","",
"Physical inactivity, adults aged 18+","","2022","Samoa","Western Pacific Region","Females","","17.570791","5.4686623","35.397346","",
"Physical inactivity, adults aged 18+","","2022","San Marino","European Region","Total","","25.663128","10.045107","45.547585","",
"Physical inactivity, adults aged 18+","","2022","San Marino","European Region","Males","","22.932901","6.3916669","49.764481","",
"Physical inactivity, adults aged 18+","","2022","San Marino","European Region","Females","","28.321617","5.5023365","61.46106","",
"Physical inactivity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Total","","18.151239","11.290061","26.338274","",
"Physical inactivity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Males","","14.132354","6.9372854","24.080215","",
"Physical inactivity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Females","","22.009764","11.43998","35.885612","",
"Physical inactivity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Total","","51.536118","40.901917","61.834438","",
"Physical inactivity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Males","","46.666382","32.321445","61.188293","",
"Physical inactivity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Females","","57.797611","41.931038","72.197571","",
"Physical inactivity, adults aged 18+","","2022","Senegal","African Region","Total","","16.64044","8.8333149","26.818293","",
"Physical inactivity, adults aged 18+","","2022","Senegal","African Region","Males","","10.939219","4.3391485","21.177185","",
"Physical inactivity, adults aged 18+","","2022","Senegal","African Region","Females","","21.589602","8.8704309","39.01984","",
"Physical inactivity, adults aged 18+","","2022","Serbia","European Region","Total","","44.853954","23.59947","65.702797","",
"Physical inactivity, adults aged 18+","","2022","Serbia","European Region","Males","","41.716942","16.423061","67.921036","",
"Physical inactivity, adults aged 18+","","2022","Serbia","European Region","Females","","47.932671","16.573221","80.146584","",
"Physical inactivity, adults aged 18+","","2022","Seychelles","African Region","Total","","20.439074","10.722334","32.22364","",
"Physical inactivity, adults aged 18+","","2022","Seychelles","African Region","Males","","19.717041","8.4026718","36.107109","",
"Physical inactivity, adults aged 18+","","2022","Seychelles","African Region","Females","","21.225483","7.5975103","40.941422","",
"Physical inactivity, adults aged 18+","","2022","Sierra Leone","African Region","Total","","12.960729","4.9286828","25.036217","",
"Physical inactivity, adults aged 18+","","2022","Sierra Leone","African Region","Males","","8.5603628","2.1268899","20.323238","",
"Physical inactivity, adults aged 18+","","2022","Sierra Leone","African Region","Females","","17.125048","3.898622","39.45887","",
"Physical inactivity, adults aged 18+","","2022","Singapore","Western Pacific Region","Total","","23.174879","17.157635","29.886829","",
"Physical inactivity, adults aged 18+","","2022","Singapore","Western Pacific Region","Males","","24.155657","15.761741","33.958332","",
"Physical inactivity, adults aged 18+","","2022","Singapore","Western Pacific Region","Females","","22.048668","13.689789","31.798643","",
"Physical inactivity, adults aged 18+","","2022","Slovakia","European Region","Total","","23.295132","16.543367","30.475965","",
"Physical inactivity, adults aged 18+","","2022","Slovakia","European Region","Males","","22.488956","13.736905","32.790981","",
"Physical inactivity, adults aged 18+","","2022","Slovakia","European Region","Females","","24.060089","14.622654","35.083561","",
"Physical inactivity, adults aged 18+","","2022","Slovenia","European Region","Total","","18.972822","13.252785","25.395166","",
