"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Physical inactivity, adults aged 18+","","2022","Slovenia","European Region","Males","","18.420258","11.253536","27.407181","",
"Physical inactivity, adults aged 18+","","2022","Slovenia","European Region","Females","","19.542351","11.5406","29.650873","",
"Physical inactivity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Total","","17.460873","9.2268753","27.948597","",
"Physical inactivity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Males","","12.689643","4.8738575","24.711613","",
"Physical inactivity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Females","","22.286308","8.7994852","39.835793","",
"Physical inactivity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Total","","18.09794","5.9623346","36.308037","",
"Physical inactivity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Males","","13.545473","2.8007333","34.792442","",
"Physical inactivity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Females","","22.397396","3.5754349","54.485817","",
"Physical inactivity, adults aged 18+","","2022","South Africa","African Region","Total","","44.802898","31.812122","58.657158","",
"Physical inactivity, adults aged 18+","","2022","South Africa","African Region","Males","","41.199097","24.437506","59.670876","",
"Physical inactivity, adults aged 18+","","2022","South Africa","African Region","Females","","48.058529","28.983412","68.241425","",
"Physical inactivity, adults aged 18+","","2022","South Sudan","African Region","Total","","16.257408","4.7886786","34.181725","",
"Physical inactivity, adults aged 18+","","2022","South Sudan","African Region","Males","","13.306871","2.7452826","36.030106","",
"Physical inactivity, adults aged 18+","","2022","South Sudan","African Region","Females","","18.925209","2.5866692","49.879425","",
"Physical inactivity, adults aged 18+","","2022","South-East Asian Region","South-East Asia Region","Total","","40.386635","32.829811","48.198483","",
"Physical inactivity, adults aged 18+","","2022","South-East Asian Region","South-East Asia Region","Males","","35.623081","25.089609","46.580307","",
"Physical inactivity, adults aged 18+","","2022","South-East Asian Region","South-East Asia Region","Females","","45.261101","33.701118","56.482166","",
"Physical inactivity, adults aged 18+","","2022","Spain","European Region","Total","","21.848007","16.285757","27.735313","",
"Physical inactivity, adults aged 18+","","2022","Spain","European Region","Males","","19.409752","12.73835","27.213844","",
"Physical inactivity, adults aged 18+","","2022","Spain","European Region","Females","","24.210171","16.159369","33.567162","",
"Physical inactivity, adults aged 18+","","2022","Sri Lanka","South-East Asia Region","Total","","37.182419","28.478575","45.803875","",
"Physical inactivity, adults aged 18+","","2022","Sri Lanka","South-East Asia Region","Males","","28.743046","18.773298","40.223392","",
"Physical inactivity, adults aged 18+","","2022","Sri Lanka","South-East Asia Region","Females","","44.844318","31.391991","58.295025","",
"Physical inactivity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Total","","19.111473","11.077682","29.274279","",
"Physical inactivity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Males","","17.234802","7.9850016","30.007685","",
"Physical inactivity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Females","","20.887728","9.3365946","36.972824","",
"Physical inactivity, adults aged 18+","","2022","Suriname","Region of the Americas","Total","","48.855488","33.777046","64.809128","",
"Physical inactivity, adults aged 18+","","2022","Suriname","Region of the Americas","Males","","42.435905","23.59726","62.86908","",
"Physical inactivity, adults aged 18+","","2022","Suriname","Region of the Americas","Females","","55.124641","30.918365","78.205315","",
"Physical inactivity, adults aged 18+","","2022","Sweden","European Region","Total","","8.6954651","5.6239114","12.672906","",
"Physical inactivity, adults aged 18+","","2022","Sweden","European Region","Males","","9.2808437","5.0647864","14.858055","",
"Physical inactivity, adults aged 18+","","2022","Sweden","European Region","Females","","8.0887842","3.9934993","14.054762","",
"Physical inactivity, adults aged 18+","","2022","Switzerland","European Region","Total","","19.034122","10.556656","29.88995","",
"Physical inactivity, adults aged 18+","","2022","Switzerland","European Region","Males","","17.629177","7.5751305","31.903032","",
"Physical inactivity, adults aged 18+","","2022","Switzerland","European Region","Females","","20.41766","8.3434563","37.953396","",
"Physical inactivity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Total","","37.840435","17.492207","60.633408","",
"Physical inactivity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Males","","33.057648","10.59723","62.453587","",
"Physical inactivity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Females","","42.367371","11.447573","77.689667","",
"Physical inactivity, adults aged 18+","","2022","Tajikistan","European Region","Total","","35.74255","24.002262","48.40601","",
"Physical inactivity, adults aged 18+","","2022","Tajikistan","European Region","Males","","26.272429","13.771009","41.551762","",
"Physical inactivity, adults aged 18+","","2022","Tajikistan","European Region","Females","","44.954327","25.915592","64.921013","",
"Physical inactivity, adults aged 18+","","2022","Thailand","South-East Asia Region","Total","","28.872009","23.549847","34.657528","",
"Physical inactivity, adults aged 18+","","2022","Thailand","South-East Asia Region","Males","","28.161949","21.129038","36.113838","",
"Physical inactivity, adults aged 18+","","2022","Thailand","South-East Asia Region","Females","","29.435331","21.637548","38.08638","",
"Physical inactivity, adults aged 18+","","2022","Timor-Leste","South-East Asia Region","Total","","26.925648","13.765049","43.156864","",
"Physical inactivity, adults aged 18+","","2022","Timor-Leste","South-East Asia Region","Males","","20.883018","7.066793","40.92514","",
"Physical inactivity, adults aged 18+","","2022","Timor-Leste","South-East Asia Region","Females","","32.994789","12.169288","59.881233","",
"Physical inactivity, adults aged 18+","","2022","Togo","African Region","Total","","14.775393","9.8033123","20.524548","",
"Physical inactivity, adults aged 18+","","2022","Togo","African Region","Males","","12.177019","6.678339","19.622404","",
"Physical inactivity, adults aged 18+","","2022","Togo","African Region","Females","","17.318668","9.5423231","27.131689","",
"Physical inactivity, adults aged 18+","","2022","Tonga","Western Pacific Region","Total","","30.665785","20.188877","42.423931","",
"Physical inactivity, adults aged 18+","","2022","Tonga","Western Pacific Region","Males","","22.607256","11.780711","37.029152","",
"Physical inactivity, adults aged 18+","","2022","Tonga","Western Pacific Region","Females","","38.063694","21.206444","56.261505","",
"Physical inactivity, adults aged 18+","","2022","Trinidad and Tobago","Region of the Americas","Total","","44.51088","27.806145","62.044781","",
"Physical inactivity, adults aged 18+","","2022","Trinidad and Tobago","Region of the Americas","Males","","34.63356","16.356438","56.304443","",
"Physical inactivity, adults aged 18+","","2022","Trinidad and Tobago","Region of the Americas","Females","","54.166763","27.969891","80.001686","",
"Physical inactivity, adults aged 18+","","2022","Tunisia","Eastern Mediterranean Region","Total","","33.35651","15.870645","54.644287","",
"Physical inactivity, adults aged 18+","","2022","Tunisia","Eastern Mediterranean Region","Males","","28.606998","9.5767241","53.074913","",
"Physical inactivity, adults aged 18+","","2022","Tunisia","Eastern Mediterranean Region","Females","","37.808388","10.824783","72.621338","",
"Physical inactivity, adults aged 18+","","2022","Türkiye","European Region","Total","","44.388168","32.352913","56.661461","",
"Physical inactivity, adults aged 18+","","2022","Türkiye","European Region","Males","","35.147224","20.778717","51.275242","",
"Physical inactivity, adults aged 18+","","2022","Türkiye","European Region","Females","","53.421505","34.924473","71.323021","",
"Physical inactivity, adults aged 18+","","2022","Turkmenistan","European Region","Total","","12.09028","6.7628307","19.087629","",
"Physical inactivity, adults aged 18+","","2022","Turkmenistan","European Region","Males","","10.823413","4.5321646","19.542557","",
"Physical inactivity, adults aged 18+","","2022","Turkmenistan","European Region","Females","","13.106352","5.5337791","24.42165","",
"Physical inactivity, adults aged 18+","","2022","Tuvalu","Western Pacific Region","Total","","24.441936","13.930795","37.156151","",
"Physical inactivity, adults aged 18+","","2022","Tuvalu","Western Pacific Region","Males","","16.213411","6.7654176","30.114302","",
"Physical inactivity, adults aged 18+","","2022","Tuvalu","Western Pacific Region","Females","","32.798176","15.118527","53.943222","",
"Physical inactivity, adults aged 18+","","2022","Uganda","African Region","Total","","5.5496364","3.3729546","8.3487196","",
"Physical inactivity, adults aged 18+","","2022","Uganda","African Region","Males","","6.0155964","3.0702977","10.148764","",
"Physical inactivity, adults aged 18+","","2022","Uganda","African Region","Females","","5.158916","2.4319918","9.2934952","",
"Physical inactivity, adults aged 18+","","2022","Ukraine","European Region","Total","","12.760069","7.4010506","19.529808","",
"Physical inactivity, adults aged 18+","","2022","Ukraine","European Region","Males","","12.805305","6.1208005","22.178673","",
"Physical inactivity, adults aged 18+","","2022","Ukraine","European Region","Females","","12.754871","5.3699789","22.765898","",
"Physical inactivity, adults aged 18+","","2022","United Arab Emirates","Eastern Mediterranean Region","Total","","66.137848","54.599983","76.806999","",
"Physical inactivity, adults aged 18+","","2022","United Arab Emirates","Eastern Mediterranean Region","Males","","63.121742","47.737541","76.899628","",
"Physical inactivity, adults aged 18+","","2022","United Arab Emirates","Eastern Mediterranean Region","Females","","73.598923","58.760475","85.998398","",
"Physical inactivity, adults aged 18+","","2022","United Kingdom of Great Britain and Northern Ireland","European Region","Total","","18.98419","14.431475","24.464521","",
"Physical inactivity, adults aged 18+","","2022","United Kingdom of Great Britain and Northern Ireland","European Region","Males","","18.212721","12.261946","25.040319","",
"Physical inactivity, adults aged 18+","","2022","United Kingdom of Great Britain and Northern Ireland","European Region","Females","","19.738962","12.798693","28.049942","",
"Physical inactivity, adults aged 18+","","2022","United Republic of Tanzania","African Region","Total","","4.2993827","2.4781227","6.8382978","",
"Physical inactivity, adults aged 18+","","2022","United Republic of Tanzania","African Region","Males","","4.7682147","2.2231529","8.478507","",
"Physical inactivity, adults aged 18+","","2022","United Republic of Tanzania","African Region","Females","","3.8779624","1.7028395","7.2460914","",
"Physical inactivity, adults aged 18+","","2022","United States of America","Region of the Americas","Total","","33.736992","26.569426","41.792358","",
"Physical inactivity, adults aged 18+","","2022","United States of America","Region of the Americas","Males","","27.574503","18.719944","37.949604","",
"Physical inactivity, adults aged 18+","","2022","United States of America","Region of the Americas","Females","","39.809139","28.275711","52.924072","",
"Physical inactivity, adults aged 18+","","2022","Uruguay","Region of the Americas","Total","","33.844395","18.732105","51.337135","",
"Physical inactivity, adults aged 18+","","2022","Uruguay","Region of the Americas","Males","","30.7794","12.520959","52.204639","",
"Physical inactivity, adults aged 18+","","2022","Uruguay","Region of the Americas","Females","","36.819019","13.421313","64.76532","",
"Physical inactivity, adults aged 18+","","2022","Uzbekistan","European Region","Total","","31.747917","23.246346","40.749374","",
"Physical inactivity, adults aged 18+","","2022","Uzbekistan","European Region","Males","","25.988647","16.172823","38.138668","",
"Physical inactivity, adults aged 18+","","2022","Uzbekistan","European Region","Females","","37.051765","23.78759","51.408459","",
"Physical inactivity, adults aged 18+","","2022","Vanuatu","Western Pacific Region","Total","","7.5170069","2.5906525","15.957975","",
"Physical inactivity, adults aged 18+","","2022","Vanuatu","Western Pacific Region","Males","","5.8090606","1.2644798","15.194717","",
"Physical inactivity, adults aged 18+","","2022","Vanuatu","Western Pacific Region","Females","","9.1915998","1.5332268","24.548471","",
"Physical inactivity, adults aged 18+","","2022","Venezuela (Bolivarian Republic of)","Region of the Americas","Total","","45.729477","32.61681","59.446377","",
"Physical inactivity, adults aged 18+","","2022","Venezuela (Bolivarian Republic of)","Region of the Americas","Males","","38.485222","22.510811","55.880119","",
"Physical inactivity, adults aged 18+","","2022","Venezuela (Bolivarian Republic of)","Region of the Americas","Females","","52.751141","32.332081","71.970436","",
"Physical inactivity, adults aged 18+","","2022","Viet Nam","Western Pacific Region","Total","","30.318979","23.002514","38.103638","",
"Physical inactivity, adults aged 18+","","2022","Viet Nam","Western Pacific Region","Males","","25.619608","16.528515","36.094929","",
"Physical inactivity, adults aged 18+","","2022","Viet Nam","Western Pacific Region","Females","","34.525539","23.449678","46.571667","",
"Physical inactivity, adults aged 18+","","2022","Western Pacific Region","Western Pacific Region","Total","","27.68153","22.902765","32.982433","",
"Physical inactivity, adults aged 18+","","2022","Western Pacific Region","Western Pacific Region","Males","","29.552654","22.444803","37.636452","",
"Physical inactivity, adults aged 18+","","2022","Western Pacific Region","Western Pacific Region","Females","","25.700954","19.505129","32.848183","",
"Physical inactivity, adults aged 18+","","2022","Yemen","Eastern Mediterranean Region","Total","","29.189533","11.69716","50.917553","",
"Physical inactivity, adults aged 18+","","2022","Yemen","Eastern Mediterranean Region","Males","","23.986929","6.7134676","51.865261","",
"Physical inactivity, adults aged 18+","","2022","Yemen","Eastern Mediterranean Region","Females","","34.091618","7.442461","69.712502","",
"Physical inactivity, adults aged 18+","","2022","Zambia","African Region","Total","","14.088969","7.8539381","21.931118","",
"Physical inactivity, adults aged 18+","","2022","Zambia","African Region","Males","","9.6400337","3.9924216","17.810091","",
"Physical inactivity, adults aged 18+","","2022","Zambia","African Region","Females","","17.92662","8.02279","31.871208","",
"Physical inactivity, adults aged 18+","","2022","Zimbabwe","African Region","Total","","17.698755","5.9878869","36.096642","",
"Physical inactivity, adults aged 18+","","2022","Zimbabwe","African Region","Males","","13.315288","3.10727","31.267082","",
"Physical inactivity, adults aged 18+","","2022","Zimbabwe","African Region","Females","","21.140495","3.599174","52.227356","",
"Physical inactivity, adolescents aged 11-17","","2016","","Global","Total","","81.02747","77.80949","87.7167","",
"Physical inactivity, adolescents aged 11-17","","2016","","Global","Males","","77.64755","76.10365","80.4347","",
"Physical inactivity, adolescents aged 11-17","","2016","","Global","Females","","84.67258","82.96085","88.20444","",
"Physical inactivity, adolescents aged 11-17","","2016","Afghanistan","Eastern Mediterranean Region","Total","","88.14488","84.04273","91.3017","",
"Physical inactivity, adolescents aged 11-17","","2016","Afghanistan","Eastern Mediterranean Region","Males","","88.47075","84.54044","91.50229","",
"Physical inactivity, adolescents aged 11-17","","2016","Afghanistan","Eastern Mediterranean Region","Females","","87.79984","83.51574","91.08932","",
"Physical inactivity, adolescents aged 11-17","","2016","African Region","African Region","Total","","85.40386","82.92105","89.02219","",
"Physical inactivity, adolescents aged 11-17","","2016","African Region","African Region","Males","","82.44633","81.11325","83.62531","",
"Physical inactivity, adolescents aged 11-17","","2016","African Region","African Region","Females","","88.39299","87.24189","89.1283","",
"Physical inactivity, adolescents aged 11-17","","2016","Albania","European Region","Total","","73.88351","70.12571","77.32211","",
"Physical inactivity, adolescents aged 11-17","","2016","Albania","European Region","Males","","67.61879","63.44249","71.53209","",
"Physical inactivity, adolescents aged 11-17","","2016","Albania","European Region","Females","","80.58369","77.27348","83.51461","",
"Physical inactivity, adolescents aged 11-17","","2016","Algeria","African Region","Total","","83.7617","81.18317","86.05712","",
"Physical inactivity, adolescents aged 11-17","","2016","Algeria","African Region","Males","","76.43398","72.96087","79.58578","",
"Physical inactivity, adolescents aged 11-17","","2016","Algeria","African Region","Females","","91.33782","89.68417","92.74783","",
"Physical inactivity, adolescents aged 11-17","","2016","Antigua and Barbuda","Region of the Americas","Total","","79.23272","75.78149","82.3095","",
"Physical inactivity, adolescents aged 11-17","","2016","Antigua and Barbuda","Region of the Americas","Males","","73.9128","69.93224","77.53568","",
"Physical inactivity, adolescents aged 11-17","","2016","Antigua and Barbuda","Region of the Americas","Females","","84.60227","81.68533","87.12785","",
"Physical inactivity, adolescents aged 11-17","","2016","Argentina","Region of the Americas","Total","","84.80157","82.33037","86.98483","",
"Physical inactivity, adolescents aged 11-17","","2016","Argentina","Region of the Americas","Males","","79.9138","76.86694","82.64995","",
"Physical inactivity, adolescents aged 11-17","","2016","Argentina","Region of the Americas","Females","","89.85407","87.97794","91.46582","",
"Physical inactivity, adolescents aged 11-17","","2016","Armenia","European Region","Total","","77.71713","74.32896","80.77467","",
"Physical inactivity, adolescents aged 11-17","","2016","Armenia","European Region","Males","","73.00585","69.22897","76.47667","",
"Physical inactivity, adolescents aged 11-17","","2016","Armenia","European Region","Females","","82.7785","79.80791","85.39206","",
"Physical inactivity, adolescents aged 11-17","","2016","Australia","Western Pacific Region","Total","","89.01952","87.33726","90.50286","",
"Physical inactivity, adolescents aged 11-17","","2016","Australia","Western Pacific Region","Males","","86.76476","84.83112","88.48536","",
"Physical inactivity, adolescents aged 11-17","","2016","Australia","Western Pacific Region","Females","","91.39591","89.9786","92.6292","",
"Physical inactivity, adolescents aged 11-17","","2016","Austria","European Region","Total","","77.75498","74.77013","80.48199","",
"Physical inactivity, adolescents aged 11-17","","2016","Austria","European Region","Males","","71.23491","67.72558","74.50629","",
"Physical inactivity, adolescents aged 11-17","","2016","Austria","European Region","Females","","84.50166","82.05952","86.66538","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahamas","Region of the Americas","Total","","84.37074","82.01562","86.46957","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahamas","Region of the Americas","Males","","80.64795","77.90347","83.1254","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahamas","Region of the Americas","Females","","88.23353","86.28239","89.93949","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahrain","Eastern Mediterranean Region","Total","","80.99883","77.92492","83.73885","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahrain","Eastern Mediterranean Region","Males","","75.00517","71.28122","78.39262","",
"Physical inactivity, adolescents aged 11-17","","2016","Bahrain","Eastern Mediterranean Region","Females","","87.4243","85.04726","89.47025","",
"Physical inactivity, adolescents aged 11-17","","2016","Bangladesh","South-East Asia Region","Total","","66.12034","58.0702","73.33253","",
"Physical inactivity, adolescents aged 11-17","","2016","Bangladesh","South-East Asia Region","Males","","63.1642","54.99917","70.63865","",
"Physical inactivity, adolescents aged 11-17","","2016","Bangladesh","South-East Asia Region","Females","","69.20813","61.278","76.14639","",
"Physical inactivity, adolescents aged 11-17","","2016","Barbados","Region of the Americas","Total","","81.7596","78.88093","84.32634","",
"Physical inactivity, adolescents aged 11-17","","2016","Barbados","Region of the Americas","Males","","76.85185","73.46194","79.92706","",
"Physical inactivity, adolescents aged 11-17","","2016","Barbados","Region of the Americas","Females","","86.92051","84.57948","88.95257","",
"Physical inactivity, adolescents aged 11-17","","2016","Belgium","European Region","Total","","83.48768","81.06574","85.65617","",
"Physical inactivity, adolescents aged 11-17","","2016","Belgium","European Region","Males","","79.21561","76.36627","81.80326","",
"Physical inactivity, adolescents aged 11-17","","2016","Belgium","European Region","Females","","87.966","85.99207","89.6951","",
"Physical inactivity, adolescents aged 11-17","","2016","Belize","Region of the Americas","Total","","80.27053","77.51466","82.76448","",
"Physical inactivity, adolescents aged 11-17","","2016","Belize","Region of the Americas","Males","","76.39724","73.31543","79.22399","",
"Physical inactivity, adolescents aged 11-17","","2016","Belize","Region of the Americas","Females","","84.17535","81.74808","86.33379","",
"Physical inactivity, adolescents aged 11-17","","2016","Benin","African Region","Total","","75.94837","72.04464","79.46032","",
"Physical inactivity, adolescents aged 11-17","","2016","Benin","African Region","Males","","71.29179","67.08527","75.15978","",
"Physical inactivity, adolescents aged 11-17","","2016","Benin","African Region","Females","","80.66676","77.06984","83.81792","",
"Physical inactivity, adolescents aged 11-17","","2016","Bhutan","South-East Asia Region","Total","","84.07348","78.91121","88.16125","",
"Physical inactivity, adolescents aged 11-17","","2016","Bhutan","South-East Asia Region","Males","","82.77979","77.40783","87.08748","",
"Physical inactivity, adolescents aged 11-17","","2016","Bhutan","South-East Asia Region","Females","","85.4007","80.45356","89.26284","",
"Physical inactivity, adolescents aged 11-17","","2016","Bolivia (Plurinational State of)","Region of the Americas","Total","","85.46632","83.41474","87.30344","",
"Physical inactivity, adolescents aged 11-17","","2016","Bolivia (Plurinational State of)","Region of the Americas","Males","","82.42767","80.07249","84.55818","",
"Physical inactivity, adolescents aged 11-17","","2016","Bolivia (Plurinational State of)","Region of the Americas","Females","","88.60354","86.86542","90.13776","",
"Physical inactivity, adolescents aged 11-17","","2016","Botswana","African Region","Total","","87.47863","84.93584","89.64391","",
"Physical inactivity, adolescents aged 11-17","","2016","Botswana","African Region","Males","","86.12366","83.44409","88.42968","",
"Physical inactivity, adolescents aged 11-17","","2016","Botswana","African Region","Females","","88.85581","86.45206","90.87807","",
"Physical inactivity, adolescents aged 11-17","","2016","Brazil","Region of the Americas","Total","","83.58822","81.1417","85.77642","",
"Physical inactivity, adolescents aged 11-17","","2016","Brazil","Region of the Americas","Males","","77.99244","74.95331","80.75748","",
"Physical inactivity, adolescents aged 11-17","","2016","Brazil","Region of the Americas","Females","","89.39402","87.56234","90.98373","",
"Physical inactivity, adolescents aged 11-17","","2016","Brunei Darussalam","Western Pacific Region","Total","","87.10349","84.26547","89.5051","",
"Physical inactivity, adolescents aged 11-17","","2016","Brunei Darussalam","Western Pacific Region","Males","","81.06596","77.14773","84.44779","",
"Physical inactivity, adolescents aged 11-17","","2016","Brunei Darussalam","Western Pacific Region","Females","","93.51797","91.82762","94.87818","",
"Physical inactivity, adolescents aged 11-17","","2016","Bulgaria","European Region","Total","","73.32753","69.50838","76.82748","",
"Physical inactivity, adolescents aged 11-17","","2016","Bulgaria","European Region","Males","","67.00899","62.79778","70.96391","",
"Physical inactivity, adolescents aged 11-17","","2016","Bulgaria","European Region","Females","","80.05001","76.64798","83.06592","",
"Physical inactivity, adolescents aged 11-17","","2016","Cambodia","Western Pacific Region","Total","","91.58266","89.62033","93.20262","",
"Physical inactivity, adolescents aged 11-17","","2016","Cambodia","Western Pacific Region","Males","","89.8072","87.52547","91.71111","",
"Physical inactivity, adolescents aged 11-17","","2016","Cambodia","Western Pacific Region","Females","","93.39153","91.75459","94.72218","",
"Physical inactivity, adolescents aged 11-17","","2016","Canada","Region of the Americas","Total","","76.26444","73.26836","79.02316","",
"Physical inactivity, adolescents aged 11-17","","2016","Canada","Region of the Americas","Males","","70.49795","67.08114","73.69917","",
"Physical inactivity, adolescents aged 11-17","","2016","Canada","Region of the Americas","Females","","82.36431","79.81328","84.65495","",
"Physical inactivity, adolescents aged 11-17","","2016","Chile","Region of the Americas","Total","","87.60159","85.53751","89.40888","",
"Physical inactivity, adolescents aged 11-17","","2016","Chile","Region of the Americas","Males","","84.16827","81.67827","86.37632","",
"Physical inactivity, adolescents aged 11-17","","2016","Chile","Region of the Americas","Females","","91.18353","89.56382","92.57272","",
"Physical inactivity, adolescents aged 11-17","","2016","China","Western Pacific Region","Total","","84.27059","81.12585","86.98023","",
"Physical inactivity, adolescents aged 11-17","","2016","China","Western Pacific Region","Males","","80.08583","76.31359","83.38809","",
"Physical inactivity, adolescents aged 11-17","","2016","China","Western Pacific Region","Females","","89.08984","86.66774","91.11701","",
"Physical inactivity, adolescents aged 11-17","","2016","Colombia","Region of the Americas","Total","","83.94528","81.62614","86.02235","",
"Physical inactivity, adolescents aged 11-17","","2016","Colombia","Region of the Americas","Males","","81.03849","78.43919","83.39077","",
"Physical inactivity, adolescents aged 11-17","","2016","Colombia","Region of the Americas","Females","","86.97066","84.94312","88.76131","",
"Physical inactivity, adolescents aged 11-17","","2016","Cook Islands","Western Pacific Region","Total","","82.74541","79.3215","85.70912","",
"Physical inactivity, adolescents aged 11-17","","2016","Cook Islands","Western Pacific Region","Males","","77.74263","73.63734","81.37037","",
"Physical inactivity, adolescents aged 11-17","","2016","Cook Islands","Western Pacific Region","Females","","87.74821","85.00564","90.04787","",
"Physical inactivity, adolescents aged 11-17","","2016","Costa Rica","Region of the Americas","Total","","82.01047","79.51837","84.26356","",
"Physical inactivity, adolescents aged 11-17","","2016","Costa Rica","Region of the Americas","Males","","76.12362","73.04738","78.94994","",
"Physical inactivity, adolescents aged 11-17","","2016","Costa Rica","Region of the Americas","Females","","88.16605","86.28475","89.81973","",
"Physical inactivity, adolescents aged 11-17","","2016","Croatia","European Region","Total","","76.82002","73.38564","79.93453","",
"Physical inactivity, adolescents aged 11-17","","2016","Croatia","European Region","Males","","70.05172","66.0739","73.74844","",
"Physical inactivity, adolescents aged 11-17","","2016","Croatia","European Region","Females","","83.96761","81.1071","86.46729","",
"Physical inactivity, adolescents aged 11-17","","2016","Czechia","European Region","Total","","77.4143","73.95293","80.53555","",
"Physical inactivity, adolescents aged 11-17","","2016","Czechia","European Region","Males","","73.08204","69.32177","76.53739","",
"Physical inactivity, adolescents aged 11-17","","2016","Czechia","European Region","Females","","81.98158","78.83533","84.7506","",
"Physical inactivity, adolescents aged 11-17","","2016","Denmark","European Region","Total","","84.50749","82.27567","86.50443","",
"Physical inactivity, adolescents aged 11-17","","2016","Denmark","European Region","Males","","82.09827","79.65165","84.30866","",
"Physical inactivity, adolescents aged 11-17","","2016","Denmark","European Region","Females","","87.02568","85.01836","88.79949","",
"Physical inactivity, adolescents aged 11-17","","2016","Djibouti","Eastern Mediterranean Region","Total","","85.23729","82.04929","87.9441","",
"Physical inactivity, adolescents aged 11-17","","2016","Djibouti","Eastern Mediterranean Region","Males","","81.27956","77.5195","84.53618","",
"Physical inactivity, adolescents aged 11-17","","2016","Djibouti","Eastern Mediterranean Region","Females","","89.29456","86.69302","91.43773","",
"Physical inactivity, adolescents aged 11-17","","2016","Dominica","Region of the Americas","Total","","84.06968","81.82861","86.08144","",
"Physical inactivity, adolescents aged 11-17","","2016","Dominica","Region of the Americas","Males","","82.11093","79.69789","84.29368","",
"Physical inactivity, adolescents aged 11-17","","2016","Dominica","Region of the Americas","Females","","86.02842","83.95933","87.86919","",
"Physical inactivity, adolescents aged 11-17","","2016","Eastern Mediterranean Region","Eastern Mediterranean Region","Total","","87.01498","84.40669","90.8754","",
"Physical inactivity, adolescents aged 11-17","","2016","Eastern Mediterranean Region","Eastern Mediterranean Region","Males","","84.32728","82.23228","85.11394","",
"Physical inactivity, adolescents aged 11-17","","2016","Eastern Mediterranean Region","Eastern Mediterranean Region","Females","","89.87222","88.79443","91.07802","",
"Physical inactivity, adolescents aged 11-17","","2016","Ecuador","Region of the Americas","Total","","86.52661","84.60796","88.24061","",
"Physical inactivity, adolescents aged 11-17","","2016","Ecuador","Region of the Americas","Males","","83.19987","80.91826","85.25836","",
"Physical inactivity, adolescents aged 11-17","","2016","Ecuador","Region of the Americas","Females","","89.98255","88.44096","91.33868","",
"Physical inactivity, adolescents aged 11-17","","2016","Egypt","Eastern Mediterranean Region","Total","","87.47796","85.08649","89.53934","",
"Physical inactivity, adolescents aged 11-17","","2016","Egypt","Eastern Mediterranean Region","Males","","82.13036","78.92487","84.94131","",
"Physical inactivity, adolescents aged 11-17","","2016","Egypt","Eastern Mediterranean Region","Females","","93.13467","91.60427","94.40314","",
"Physical inactivity, adolescents aged 11-17","","2016","El Salvador","Region of the Americas","Total","","86.10809","84.14859","87.86124","",
"Physical inactivity, adolescents aged 11-17","","2016","El Salvador","Region of the Americas","Males","","82.78446","80.48289","84.86566","",
"Physical inactivity, adolescents aged 11-17","","2016","El Salvador","Region of the Americas","Females","","89.5217","87.91354","90.93793","",
"Physical inactivity, adolescents aged 11-17","","2016","Estonia","European Region","Total","","84.06998","81.40683","86.41515","",
"Physical inactivity, adolescents aged 11-17","","2016","Estonia","European Region","Males","","80.62114","77.61568","83.30984","",
"Physical inactivity, adolescents aged 11-17","","2016","Estonia","European Region","Females","","87.69726","85.39412","89.68112","",
"Physical inactivity, adolescents aged 11-17","","2016","European Region","European Region","Total","","82.12141","77.58114","87.43276","",
"Physical inactivity, adolescents aged 11-17","","2016","European Region","European Region","Males","","77.50249","76.56017","78.14478","",
"Physical inactivity, adolescents aged 11-17","","2016","European Region","European Region","Females","","86.96844","86.37489","87.50489","",
"Physical inactivity, adolescents aged 11-17","","2016","Fiji","Western Pacific Region","Total","","83.28313","80.11304","86.03663","",
"Physical inactivity, adolescents aged 11-17","","2016","Fiji","Western Pacific Region","Males","","80.74814","77.26888","83.80646","",
"Physical inactivity, adolescents aged 11-17","","2016","Fiji","Western Pacific Region","Females","","86.00353","83.1652","88.4299","",
"Physical inactivity, adolescents aged 11-17","","2016","Finland","European Region","Total","","75.43613","72.409","78.23325","",
"Physical inactivity, adolescents aged 11-17","","2016","Finland","European Region","Males","","69.03481","65.57169","72.29675","",
"Physical inactivity, adolescents aged 11-17","","2016","Finland","European Region","Females","","82.14226","79.57188","84.45242","",
