Country Name,Diabetes Rate,Inactivity Rate,che_gdp,Diabetes Mortality Rate
Panama,30.97163505,0.8660322529115229,0.3826530612244897,0.10842614051926013
Paraguay,53.03114884,0.5243573942615084,0.29591836734693877,0.19304940218645633
Peru,19.80238794,0.5009047034293439,0.2040816326530612,0.06557940646097946
Saint Kitts and Nevis,,0.6147235170253508,0.2040816326530612,
Saint Lucia,70.6250551,0.28773312593750566,0.2040816326530612,0.2605419927921036
Saint Vincent and the Grenadines,52.86989851,0.43760212526553616,0.16326530612244897,0.19243082423413096
Suriname,71.97998388,0.727590667430496,0.17857142857142855,0.26573968181561847
Trinidad and Tobago,77.5791734,0.6591097559371509,0.24489795918367344,0.28721892584546527
United States of America,14.76123501,0.4892887569961158,0.7755102040816325,0.04624086584032768
Uruguay,15.85528416,0.4909816727521793,0.36734693877551017,0.050437785517641366
